Domain Code,Domain,Reporter Country Code (M49),Reporter Countries,Partner Country Code (M49),Partner Countries,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description
"TM","Detailed trade matrix","682","Saudi Arabia","250","France","5610","Import Quantity","0112","Maize (corn)","2020","2020","t","5","A","Official figure"
"TM","Detailed trade matrix","682","Saudi Arabia","250","France","5610","Import Quantity","0112","Maize (corn)","2022","2022","t","55.87","X","Figure from international organizations"
"TM","Detailed trade matrix","682","Saudi Arabia","250","France","5610","Import Quantity","23161.02","Rice, milled","2021","2021","t","0.57","A","Official figure"
"TM","Detailed trade matrix","682","Saudi Arabia","250","France","5610","Import Quantity","23161.02","Rice, milled","2022","2022","t","1.17","X","Figure from international organizations"
"TM","Detailed trade matrix","682","Saudi Arabia","276","Germany","5610","Import Quantity","0112","Maize (corn)","2021","2021","t","1.34","A","Official figure"
"TM","Detailed trade matrix","682","Saudi Arabia","276","Germany","5610","Import Quantity","0112","Maize (corn)","2022","2022","t","1.26","X","Figure from international organizations"
"TM","Detailed trade matrix","682","Saudi Arabia","276","Germany","5610","Import Quantity","23161.02","Rice, milled","2020","2020","t","0.86","A","Official figure"
"TM","Detailed trade matrix","682","Saudi Arabia","276","Germany","5610","Import Quantity","0111","Wheat","2021","2021","t","68082.3","A","Official figure"
"TM","Detailed trade matrix","682","Saudi Arabia","276","Germany","5610","Import Quantity","0111","Wheat","2022","2022","t","261474.24","X","Figure from international organizations"
"TM","Detailed trade matrix","682","Saudi Arabia","300","Greece","5610","Import Quantity","0112","Maize (corn)","2022","2022","t","34.92","X","Figure from international organizations"
"TM","Detailed trade matrix","682","Saudi Arabia","300","Greece","5610","Import Quantity","23161.02","Rice, milled","2022","2022","t","7.57","X","Figure from international organizations"
"TM","Detailed trade matrix","682","Saudi Arabia","348","Hungary","5610","Import Quantity","0112","Maize (corn)","2021","2021","t","3851.7","A","Official figure"
"TM","Detailed trade matrix","682","Saudi Arabia","356","India","5610","Import Quantity","0112","Maize (corn)","2020","2020","t","1890.44","A","Official figure"
"TM","Detailed trade matrix","682","Saudi Arabia","356","India","5610","Import Quantity","0112","Maize (corn)","2021","2021","t","2379.09","A","Official figure"
"TM","Detailed trade matrix","682","Saudi Arabia","356","India","5610","Import Quantity","0112","Maize (corn)","2022","2022","t","1255.04","X","Figure from international organizations"
"TM","Detailed trade matrix","682","Saudi Arabia","356","India","5610","Import Quantity","23161.02","Rice, milled","2020","2020","t","1132381.5","A","Official figure"
"TM","Detailed trade matrix","682","Saudi Arabia","356","India","5610","Import Quantity","23161.02","Rice, milled","2021","2021","t","847976","A","Official figure"
"TM","Detailed trade matrix","682","Saudi Arabia","356","India","5610","Import Quantity","23161.02","Rice, milled","2022","2022","t","1011892.85","X","Figure from international organizations"
"TM","Detailed trade matrix","682","Saudi Arabia","356","India","5610","Import Quantity","0111","Wheat","2022","2022","t","915.2","X","Figure from international organizations"
"TM","Detailed trade matrix","682","Saudi Arabia","360","Indonesia","5610","Import Quantity","0112","Maize (corn)","2022","2022","t","0.02","X","Figure from international organizations"
"TM","Detailed trade matrix","682","Saudi Arabia","360","Indonesia","5610","Import Quantity","23161.02","Rice, milled","2021","2021","t","51.01","A","Official figure"
"TM","Detailed trade matrix","682","Saudi Arabia","360","Indonesia","5610","Import Quantity","23161.02","Rice, milled","2022","2022","t","41.9","X","Figure from international organizations"
"TM","Detailed trade matrix","682","Saudi Arabia","368","Iraq","5610","Import Quantity","23161.02","Rice, milled","2020","2020","t","54.2","A","Official figure"
"TM","Detailed trade matrix","682","Saudi Arabia","368","Iraq","5610","Import Quantity","23161.02","Rice, milled","2021","2021","t","55.74","A","Official figure"
"TM","Detailed trade matrix","682","Saudi Arabia","380","Italy","5610","Import Quantity","0112","Maize (corn)","2020","2020","t","4.29","A","Official figure"
"TM","Detailed trade matrix","682","Saudi Arabia","380","Italy","5610","Import Quantity","0112","Maize (corn)","2021","2021","t","5.38","A","Official figure"
"TM","Detailed trade matrix","682","Saudi Arabia","380","Italy","5610","Import Quantity","0112","Maize (corn)","2022","2022","t","3.08","X","Figure from international organizations"
"TM","Detailed trade matrix","682","Saudi Arabia","380","Italy","5610","Import Quantity","23161.02","Rice, milled","2020","2020","t","1900.76","A","Official figure"
"TM","Detailed trade matrix","682","Saudi Arabia","380","Italy","5610","Import Quantity","23161.02","Rice, milled","2021","2021","t","1677.66","A","Official figure"
"TM","Detailed trade matrix","682","Saudi Arabia","380","Italy","5610","Import Quantity","23161.02","Rice, milled","2022","2022","t","3203.92","X","Figure from international organizations"
"TM","Detailed trade matrix","682","Saudi Arabia","380","Italy","5610","Import Quantity","0111","Wheat","2022","2022","t","0.15","X","Figure from international organizations"
"TM","Detailed trade matrix","682","Saudi Arabia","392","Japan","5610","Import Quantity","23161.02","Rice, milled","2020","2020","t","5.06","A","Official figure"
"TM","Detailed trade matrix","682","Saudi Arabia","392","Japan","5610","Import Quantity","23161.02","Rice, milled","2021","2021","t","0.63","A","Official figure"
"TM","Detailed trade matrix","682","Saudi Arabia","400","Jordan","5610","Import Quantity","0112","Maize (corn)","2020","2020","t","206.5","A","Official figure"
"TM","Detailed trade matrix","682","Saudi Arabia","400","Jordan","5610","Import Quantity","0112","Maize (corn)","2021","2021","t","391.6","A","Official figure"
"TM","Detailed trade matrix","682","Saudi Arabia","400","Jordan","5610","Import Quantity","23161.02","Rice, milled","2021","2021","t","0.41","A","Official figure"
"TM","Detailed trade matrix","682","Saudi Arabia","400","Jordan","5610","Import Quantity","23161.02","Rice, milled","2022","2022","t","81.22","X","Figure from international organizations"
"TM","Detailed trade matrix","682","Saudi Arabia","428","Latvia","5610","Import Quantity","0111","Wheat","2020","2020","t","70100","A","Official figure"
"TM","Detailed trade matrix","682","Saudi Arabia","428","Latvia","5610","Import Quantity","0111","Wheat","2021","2021","t","123677","A","Official figure"
"TM","Detailed trade matrix","682","Saudi Arabia","428","Latvia","5610","Import Quantity","0111","Wheat","2022","2022","t","366231.7","X","Figure from international organizations"
"TM","Detailed trade matrix","682","Saudi Arabia","422","Lebanon","5610","Import Quantity","23161.02","Rice, milled","2021","2021","t","0.97","A","Official figure"
"TM","Detailed trade matrix","682","Saudi Arabia","422","Lebanon","5610","Import Quantity","0111","Wheat","2020","2020","t","1.65","A","Official figure"
"TM","Detailed trade matrix","682","Saudi Arabia","440","Lithuania","5610","Import Quantity","0111","Wheat","2020","2020","t","130500","A","Official figure"
"TM","Detailed trade matrix","682","Saudi Arabia","440","Lithuania","5610","Import Quantity","0111","Wheat","2021","2021","t","117049","A","Official figure"
"TM","Detailed trade matrix","682","Saudi Arabia","440","Lithuania","5610","Import Quantity","0111","Wheat","2022","2022","t","259982.56","X","Figure from international organizations"
"TM","Detailed trade matrix","682","Saudi Arabia","458","Malaysia","5610","Import Quantity","23161.02","Rice, milled","2021","2021","t","0.61","A","Official figure"
"TM","Detailed trade matrix","682","Saudi Arabia","586","Pakistan","5610","Import Quantity","0112","Maize (corn)","2020","2020","t","63.1","A","Official figure"
"TM","Detailed trade matrix","682","Saudi Arabia","586","Pakistan","5610","Import Quantity","0112","Maize (corn)","2022","2022","t","117","X","Figure from international organizations"
"TM","Detailed trade matrix","682","Saudi Arabia","586","Pakistan","5610","Import Quantity","23161.02","Rice, milled","2020","2020","t","120694.12","A","Official figure"
"TM","Detailed trade matrix","682","Saudi Arabia","586","Pakistan","5610","Import Quantity","23161.02","Rice, milled","2021","2021","t","111329","A","Official figure"
"TM","Detailed trade matrix","682","Saudi Arabia","586","Pakistan","5610","Import Quantity","23161.02","Rice, milled","2022","2022","t","143406","X","Figure from international organizations"
"TM","Detailed trade matrix","682","Saudi Arabia","600","Paraguay","5610","Import Quantity","0112","Maize (corn)","2020","2020","t","114180.33","A","Official figure"
"TM","Detailed trade matrix","682","Saudi Arabia","600","Paraguay","5610","Import Quantity","0112","Maize (corn)","2022","2022","t","183100","X","Figure from international organizations"
"TM","Detailed trade matrix","682","Saudi Arabia","608","Philippines","5610","Import Quantity","23161.02","Rice, milled","2020","2020","t","63.43","A","Official figure"
"TM","Detailed trade matrix","682","Saudi Arabia","608","Philippines","5610","Import Quantity","23161.02","Rice, milled","2021","2021","t","44.08","A","Official figure"
"TM","Detailed trade matrix","682","Saudi Arabia","616","Poland","5610","Import Quantity","0112","Maize (corn)","2022","2022","t","0.42","X","Figure from international organizations"
"TM","Detailed trade matrix","682","Saudi Arabia","616","Poland","5610","Import Quantity","0111","Wheat","2020","2020","t","448613.3","A","Official figure"
"TM","Detailed trade matrix","682","Saudi Arabia","616","Poland","5610","Import Quantity","0111","Wheat","2021","2021","t","633305","A","Official figure"
"TM","Detailed trade matrix","682","Saudi Arabia","616","Poland","5610","Import Quantity","0111","Wheat","2022","2022","t","114770.62","X","Figure from international organizations"
"TM","Detailed trade matrix","682","Saudi Arabia","620","Portugal","5610","Import Quantity","23161.02","Rice, milled","2020","2020","t","1795.1","A","Official figure"
"TM","Detailed trade matrix","682","Saudi Arabia","620","Portugal","5610","Import Quantity","23161.02","Rice, milled","2021","2021","t","1367.02","A","Official figure"
"TM","Detailed trade matrix","682","Saudi Arabia","620","Portugal","5610","Import Quantity","23161.02","Rice, milled","2022","2022","t","5127.4","X","Figure from international organizations"
"TM","Detailed trade matrix","682","Saudi Arabia","410","Republic of Korea","5610","Import Quantity","23161.02","Rice, milled","2020","2020","t","6.53","A","Official figure"
"TM","Detailed trade matrix","682","Saudi Arabia","410","Republic of Korea","5610","Import Quantity","23161.02","Rice, milled","2021","2021","t","8.01","A","Official figure"
"TM","Detailed trade matrix","682","Saudi Arabia","498","Republic of Moldova","5610","Import Quantity","0112","Maize (corn)","2020","2020","t","432.4","A","Official figure"
"TM","Detailed trade matrix","682","Saudi Arabia","498","Republic of Moldova","5610","Import Quantity","0112","Maize (corn)","2021","2021","t","48","A","Official figure"
"TM","Detailed trade matrix","682","Saudi Arabia","642","Romania","5610","Import Quantity","0112","Maize (corn)","2020","2020","t","48906.76","A","Official figure"
"TM","Detailed trade matrix","682","Saudi Arabia","642","Romania","5610","Import Quantity","0112","Maize (corn)","2021","2021","t","40095.4","A","Official figure"
"TM","Detailed trade matrix","682","Saudi Arabia","642","Romania","5610","Import Quantity","0112","Maize (corn)","2022","2022","t","4620.16","X","Figure from international organizations"
"TM","Detailed trade matrix","682","Saudi Arabia","642","Romania","5610","Import Quantity","23161.02","Rice, milled","2020","2020","t","20.7","A","Official figure"
"TM","Detailed trade matrix","682","Saudi Arabia","642","Romania","5610","Import Quantity","23161.02","Rice, milled","2021","2021","t","320.03","A","Official figure"
"TM","Detailed trade matrix","682","Saudi Arabia","643","Russian Federation","5610","Import Quantity","0112","Maize (corn)","2020","2020","t","79.09","A","Official figure"
"TM","Detailed trade matrix","682","Saudi Arabia","643","Russian Federation","5610","Import Quantity","23161.02","Rice, milled","2020","2020","t","25.04","A","Official figure"
"TM","Detailed trade matrix","682","Saudi Arabia","643","Russian Federation","5610","Import Quantity","23161.02","Rice, milled","2021","2021","t","200.08","A","Official figure"
"TM","Detailed trade matrix","682","Saudi Arabia","643","Russian Federation","5610","Import Quantity","0111","Wheat","2020","2020","t","61700","A","Official figure"
"TM","Detailed trade matrix","682","Saudi Arabia","643","Russian Federation","5610","Import Quantity","0111","Wheat","2021","2021","t","426935","A","Official figure"
"TM","Detailed trade matrix","682","Saudi Arabia","688","Serbia","5610","Import Quantity","23161.02","Rice, milled","2020","2020","t","39.6","A","Official figure"
"TM","Detailed trade matrix","682","Saudi Arabia","710","South Africa","5610","Import Quantity","0112","Maize (corn)","2020","2020","t","1248.54","A","Official figure"
"TM","Detailed trade matrix","682","Saudi Arabia","710","South Africa","5610","Import Quantity","0112","Maize (corn)","2021","2021","t","2366.16","A","Official figure"
"TM","Detailed trade matrix","682","Saudi Arabia","710","South Africa","5610","Import Quantity","0112","Maize (corn)","2022","2022","t","8080.91","X","Figure from international organizations"
"TM","Detailed trade matrix","682","Saudi Arabia","724","Spain","5610","Import Quantity","0112","Maize (corn)","2020","2020","t","15.69","A","Official figure"
"TM","Detailed trade matrix","682","Saudi Arabia","724","Spain","5610","Import Quantity","0112","Maize (corn)","2022","2022","t","3452.26","X","Figure from international organizations"
"TM","Detailed trade matrix","682","Saudi Arabia","724","Spain","5610","Import Quantity","23161.02","Rice, milled","2020","2020","t","905.4","A","Official figure"
"TM","Detailed trade matrix","682","Saudi Arabia","724","Spain","5610","Import Quantity","23161.02","Rice, milled","2021","2021","t","289.15","A","Official figure"
"TM","Detailed trade matrix","682","Saudi Arabia","724","Spain","5610","Import Quantity","23161.02","Rice, milled","2022","2022","t","529.28","X","Figure from international organizations"
"TM","Detailed trade matrix","682","Saudi Arabia","144","Sri Lanka","5610","Import Quantity","23161.02","Rice, milled","2020","2020","t","71.95","A","Official figure"
"TM","Detailed trade matrix","682","Saudi Arabia","144","Sri Lanka","5610","Import Quantity","23161.02","Rice, milled","2021","2021","t","34.34","A","Official figure"
"TM","Detailed trade matrix","682","Saudi Arabia","144","Sri Lanka","5610","Import Quantity","23161.02","Rice, milled","2022","2022","t","11.03","X","Figure from international organizations"
"TM","Detailed trade matrix","682","Saudi Arabia","729","Sudan","5610","Import Quantity","0112","Maize (corn)","2021","2021","t","2328.54","A","Official figure"
"TM","Detailed trade matrix","682","Saudi Arabia","752","Sweden","5610","Import Quantity","23161.02","Rice, milled","2022","2022","t","0","X","Figure from international organizations"
"TM","Detailed trade matrix","682","Saudi Arabia","764","Thailand","5610","Import Quantity","0112","Maize (corn)","2021","2021","t","3.23","A","Official figure"
"TM","Detailed trade matrix","682","Saudi Arabia","764","Thailand","5610","Import Quantity","0112","Maize (corn)","2022","2022","t","6.3","X","Figure from international organizations"
"TM","Detailed trade matrix","682","Saudi Arabia","764","Thailand","5610","Import Quantity","23161.02","Rice, milled","2020","2020","t","29564.21","A","Official figure"
"TM","Detailed trade matrix","682","Saudi Arabia","764","Thailand","5610","Import Quantity","23161.02","Rice, milled","2021","2021","t","21335.6","A","Official figure"
"TM","Detailed trade matrix","682","Saudi Arabia","764","Thailand","5610","Import Quantity","23161.02","Rice, milled","2022","2022","t","14622.06","X","Figure from international organizations"
"TM","Detailed trade matrix","682","Saudi Arabia","792","Türkiye","5610","Import Quantity","0112","Maize (corn)","2020","2020","t","3544.05","A","Official figure"
"TM","Detailed trade matrix","682","Saudi Arabia","792","Türkiye","5610","Import Quantity","0112","Maize (corn)","2022","2022","t","21.91","X","Figure from international organizations"
"TM","Detailed trade matrix","682","Saudi Arabia","792","Türkiye","5610","Import Quantity","23161.02","Rice, milled","2022","2022","t","4479","X","Figure from international organizations"
"TM","Detailed trade matrix","682","Saudi Arabia","792","Türkiye","5610","Import Quantity","0111","Wheat","2022","2022","t","0.01","X","Figure from international organizations"
"TM","Detailed trade matrix","682","Saudi Arabia","804","Ukraine","5610","Import Quantity","0112","Maize (corn)","2020","2020","t","72307.45","A","Official figure"
"TM","Detailed trade matrix","682","Saudi Arabia","804","Ukraine","5610","Import Quantity","0112","Maize (corn)","2021","2021","t","433.73","A","Official figure"
"TM","Detailed trade matrix","682","Saudi Arabia","804","Ukraine","5610","Import Quantity","0111","Wheat","2021","2021","t","489160","A","Official figure"
"TM","Detailed trade matrix","682","Saudi Arabia","804","Ukraine","5610","Import Quantity","0111","Wheat","2022","2022","t","176031.64","X","Figure from international organizations"
"TM","Detailed trade matrix","682","Saudi Arabia","784","United Arab Emirates","5610","Import Quantity","0112","Maize (corn)","2020","2020","t","409.44","A","Official figure"
"TM","Detailed trade matrix","682","Saudi Arabia","784","United Arab Emirates","5610","Import Quantity","0112","Maize (corn)","2021","2021","t","91.11","A","Official figure"
"TM","Detailed trade matrix","682","Saudi Arabia","784","United Arab Emirates","5610","Import Quantity","0112","Maize (corn)","2022","2022","t","1659.19","X","Figure from international organizations"
"TM","Detailed trade matrix","682","Saudi Arabia","784","United Arab Emirates","5610","Import Quantity","23161.02","Rice, milled","2020","2020","t","71.97","A","Official figure"
"TM","Detailed trade matrix","682","Saudi Arabia","784","United Arab Emirates","5610","Import Quantity","23161.02","Rice, milled","2021","2021","t","41.85","A","Official figure"
"TM","Detailed trade matrix","682","Saudi Arabia","784","United Arab Emirates","5610","Import Quantity","23161.02","Rice, milled","2022","2022","t","4239.6","X","Figure from international organizations"
"TM","Detailed trade matrix","682","Saudi Arabia","784","United Arab Emirates","5610","Import Quantity","0111","Wheat","2022","2022","t","234.31","X","Figure from international organizations"
"TM","Detailed trade matrix","682","Saudi Arabia","826","United Kingdom of Great Britain and Northern Ireland","5610","Import Quantity","0112","Maize (corn)","2020","2020","t","2.16","A","Official figure"
"TM","Detailed trade matrix","682","Saudi Arabia","826","United Kingdom of Great Britain and Northern Ireland","5610","Import Quantity","0112","Maize (corn)","2022","2022","t","0.1","X","Figure from international organizations"
"TM","Detailed trade matrix","682","Saudi Arabia","826","United Kingdom of Great Britain and Northern Ireland","5610","Import Quantity","23161.02","Rice, milled","2020","2020","t","4.41","A","Official figure"
"TM","Detailed trade matrix","682","Saudi Arabia","826","United Kingdom of Great Britain and Northern Ireland","5610","Import Quantity","23161.02","Rice, milled","2021","2021","t","0.57","A","Official figure"
"TM","Detailed trade matrix","682","Saudi Arabia","826","United Kingdom of Great Britain and Northern Ireland","5610","Import Quantity","23161.02","Rice, milled","2022","2022","t","0.52","X","Figure from international organizations"
"TM","Detailed trade matrix","682","Saudi Arabia","826","United Kingdom of Great Britain and Northern Ireland","5610","Import Quantity","0111","Wheat","2022","2022","t","1.05","X","Figure from international organizations"
"TM","Detailed trade matrix","682","Saudi Arabia","834","United Republic of Tanzania","5610","Import Quantity","23161.02","Rice, milled","2022","2022","t","30","X","Figure from international organizations"
"TM","Detailed trade matrix","682","Saudi Arabia","840","United States of America","5610","Import Quantity","0112","Maize (corn)","2020","2020","t","726522.4","A","Official figure"
"TM","Detailed trade matrix","682","Saudi Arabia","840","United States of America","5610","Import Quantity","0112","Maize (corn)","2021","2021","t","718049.47","A","Official figure"
"TM","Detailed trade matrix","682","Saudi Arabia","840","United States of America","5610","Import Quantity","0112","Maize (corn)","2022","2022","t","766317.13","X","Figure from international organizations"
"TM","Detailed trade matrix","682","Saudi Arabia","840","United States of America","5610","Import Quantity","23161.02","Rice, milled","2020","2020","t","107766.93","A","Official figure"
"TM","Detailed trade matrix","682","Saudi Arabia","840","United States of America","5610","Import Quantity","23161.02","Rice, milled","2021","2021","t","85667.9","A","Official figure"
"TM","Detailed trade matrix","682","Saudi Arabia","840","United States of America","5610","Import Quantity","23161.02","Rice, milled","2022","2022","t","74486.98","X","Figure from international organizations"
"TM","Detailed trade matrix","682","Saudi Arabia","840","United States of America","5610","Import Quantity","0111","Wheat","2022","2022","t","3890.27","X","Figure from international organizations"
"TM","Detailed trade matrix","682","Saudi Arabia","860","Uzbekistan","5610","Import Quantity","23161.02","Rice, milled","2020","2020","t","82.66","A","Official figure"
"TM","Detailed trade matrix","682","Saudi Arabia","860","Uzbekistan","5610","Import Quantity","23161.02","Rice, milled","2021","2021","t","50.75","A","Official figure"
"TM","Detailed trade matrix","682","Saudi Arabia","704","Viet Nam","5610","Import Quantity","23161.02","Rice, milled","2020","2020","t","31637.55","A","Official figure"
"TM","Detailed trade matrix","682","Saudi Arabia","704","Viet Nam","5610","Import Quantity","23161.02","Rice, milled","2021","2021","t","22972.7","A","Official figure"
"TM","Detailed trade matrix","682","Saudi Arabia","887","Yemen","5610","Import Quantity","0112","Maize (corn)","2020","2020","t","12431.27","A","Official figure"
"TM","Detailed trade matrix","682","Saudi Arabia","887","Yemen","5610","Import Quantity","0112","Maize (corn)","2021","2021","t","10451.59","A","Official figure"
"TM","Detailed trade matrix","682","Saudi Arabia","887","Yemen","5610","Import Quantity","0111","Wheat","2020","2020","t","29.55","A","Official figure"
"TM","Detailed trade matrix","682","Saudi Arabia","887","Yemen","5610","Import Quantity","0111","Wheat","2021","2021","t","2.45","A","Official figure"
